index,nfd-1-cps,nfd-1-cr,rr-active-state,rr-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position
2717,0.75258322,0.303984939,0,0.872234137,0,0.999931842,0,0.934329311
2718,0.750861062,0.303653234,0,0.872237031,0,0.999933427,0,0.934333249
2719,0.751148088,0.300246537,0,0.87222256,0,0.999927086,0,0.93433128
2720,0.751148088,0.298865929,0,0.872208088,0,0.999919161,0,0.934315525
2721,0.751435115,0.30247882,0,0.872208088,0,0.999927086,0,0.934323402
2722,0.75258322,0.301761621,0,0.872205194,0,0.999923916,0,0.934329311
2723,0.752296194,0.301537496,0,0.872208088,0,0.999930257,0,0.934323402
2724,0.752296194,0.300246537,0,0.872210983,0,0.999923916,0,0.934327341
2725,0.75258322,0.299484513,0,0.872208088,0,0.999920746,0,0.934311586
2726,0.751435115,0.298713524,0,0.872208088,0,0.999920746,0,0.934317494
2727,0.750574035,0.297548075,0,0.872208088,0,0.999927086,0,0.934319464
2728,0.750574035,0.298489399,0,0.872216771,0,0.999920746,0,0.934329311
2729,0.751435115,0.298803174,0,0.872228348,0,0.999917576,0,0.934325372
2730,0.753157273,0.300632032,0,0.8722023,0,0.999914406,0,0.934317494
2731,0.75258322,0.299816218,0,0.8722023,0,0.999923916,0,0.934317494
2732,0.750574035,0.301062352,0,0.872208088,0,0.999915991,0,0.934315525
2733,0.750287009,0.30219194,0,0.8722023,0,0.999915991,0,0.934321433
2734,0.752296194,0.300470662,0,0.872205194,0,0.999915991,0,0.934323402
2735,0.752870247,0.300031377,0,0.872199406,0,0.999923916,0,0.934321433
2736,0.752009167,0.301250616,0,0.872205194,0,0.999931842,0,0.934319464
2737,0.75258322,0.299314178,0,0.872213877,0,0.999931842,0,0.934327341
2738,0.752296194,0.300094132,0,0.872213877,0,0.999920746,0,0.934315525
2739,0.752009167,0.301116141,0,0.872213877,0,0.999925501,0,0.934319464
2740,0.753157273,0.303097405,0,0.872231243,0,0.999922331,0,0.934323402
2741,0.7534443,0.30314223,0,0.872216771,0,0.999930257,0,0.934327341
2742,0.754018352,0.304218029,0,0.872205194,0,0.999930257,0,0.934321433
2743,0.754879432,0.300900982,0,0.872216771,0,0.999927086,0,0.934325372
2744,0.754879432,0.298301134,0,0.872205194,0,0.999915991,0,0.934327341
2745,0.754305379,0.298516294,0,0.872213877,0,0.999925501,0,0.934323402
2746,0.754305379,0.299565198,0,0.872210983,0,0.999928672,0,0.934321433
2747,0.75258322,0.301501636,0,0.872205194,0,0.999912821,0,0.934317494
2748,0.752296194,0.306217222,0,0.8722023,0,0.999919161,0,0.934309617
2749,0.752296194,0.303375319,0,0.872208088,0,0.999920746,0,0.934319464
2750,0.7534443,0.302882245,0,0.872208088,0,0.999933427,0,0.934327341
2751,0.754879432,0.301017527,0,0.872219666,0,0.999927086,0,0.934325372
2752,0.753731326,0.299394863,0,0.872228348,0,0.999931842,0,0.934327341
2753,0.753731326,0.301214756,0,0.872225454,0,0.999938182,0,0.934327341
2754,0.75258322,0.303097405,0,0.87222256,0,0.999935012,0,0.934333249
2755,0.75258322,0.301519566,0,0.872210983,0,0.999920746,0,0.934327341
2756,0.752296194,0.299385898,0,0.872213877,0,0.999922331,0,0.934325372
2757,0.752009167,0.298767314,0,0.872216771,0,0.999920746,0,0.934321433
2758,0.75258322,0.299170738,0,0.872208088,0,0.999928672,0,0.934325372
2759,0.752009167,0.298937648,0,0.872219666,0,0.999920746,0,0.934321433
2760,0.75258322,0.30278363,0,0.872208088,0,0.999917576,0,0.934313556
2761,0.752870247,0.301331301,0,0.872216771,0,0.999919161,0,0.934321433
