index,nfd-1-cps,nfd-1-cr,rr-active-state,rr-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position
2717,0.75258322,0.301564391,0,0.872234137,0,0.999931842,0,0.934329311
2718,0.750861062,0.298301134,0,0.872237031,0,0.999933427,0,0.934333249
2719,0.751148088,0.298085974,0,0.87222256,0,0.999927086,0,0.93433128
2720,0.751148088,0.300318257,0,0.872208088,0,0.999919161,0,0.934315525
2721,0.751435115,0.302971895,0,0.872208088,0,0.999927086,0,0.934323402
2722,0.75258322,0.30272984,0,0.872205194,0,0.999923916,0,0.934329311
2723,0.752296194,0.300138957,0,0.872208088,0,0.999930257,0,0.934323402
2724,0.752296194,0.299861043,0,0.872210983,0,0.999923916,0,0.934327341
2725,0.75258322,0.298955578,0,0.872208088,0,0.999920746,0,0.934311586
2726,0.751435115,0.297261195,0,0.872208088,0,0.999920746,0,0.934317494
2727,0.750574035,0.296938455,0,0.872208088,0,0.999927086,0,0.934319464
2728,0.750574035,0.296409521,0,0.872216771,0,0.999920746,0,0.934329311
2729,0.751435115,0.298345959,0,0.872228348,0,0.999917576,0,0.934325372
2730,0.753157273,0.303447039,0,0.8722023,0,0.999914406,0,0.934317494
2731,0.75258322,0.300228607,0,0.8722023,0,0.999923916,0,0.934317494
2732,0.750574035,0.297951499,0,0.872208088,0,0.999915991,0,0.934315525
2733,0.750287009,0.298283204,0,0.8722023,0,0.999915991,0,0.934321433
2734,0.752296194,0.301582321,0,0.872205194,0,0.999915991,0,0.934323402
2735,0.752870247,0.300228607,0,0.872199406,0,0.999923916,0,0.934321433
2736,0.752009167,0.301447846,0,0.872205194,0,0.999931842,0,0.934319464
2737,0.75258322,0.301035457,0,0.872213877,0,0.999931842,0,0.934327341
2738,0.752296194,0.297906674,0,0.872213877,0,0.999920746,0,0.934315525
2739,0.752009167,0.299789323,0,0.872213877,0,0.999925501,0,0.934319464
2740,0.753157273,0.304881438,0,0.872231243,0,0.999922331,0,0.934323402
2741,0.7534443,0.304235959,0,0.872216771,0,0.999930257,0,0.934327341
2742,0.754018352,0.303536689,0,0.872205194,0,0.999930257,0,0.934321433
2743,0.754879432,0.304513873,0,0.872216771,0,0.999927086,0,0.934325372
2744,0.754879432,0.30220987,0,0.872205194,0,0.999915991,0,0.934327341
2745,0.754305379,0.300282397,0,0.872213877,0,0.999925501,0,0.934323402
2746,0.754305379,0.299421758,0,0.872210983,0,0.999928672,0,0.934321433
2747,0.75258322,0.298166659,0,0.872205194,0,0.999912821,0,0.934317494
2748,0.752296194,0.295019947,0,0.8722023,0,0.999919161,0,0.934309617
2749,0.752296194,0.299063158,0,0.872208088,0,0.999920746,0,0.934319464
2750,0.7534443,0.301277511,0,0.872208088,0,0.999933427,0,0.934327341
2751,0.754879432,0.300981667,0,0.872219666,0,0.999927086,0,0.934325372
2752,0.753731326,0.299143843,0,0.872228348,0,0.999931842,0,0.934327341
2753,0.753731326,0.298292169,0,0.872225454,0,0.999938182,0,0.934327341
2754,0.75258322,0.298103904,0,0.87222256,0,0.999935012,0,0.934333249
2755,0.75258322,0.294831682,0,0.872210983,0,0.999920746,0,0.934327341
2756,0.752296194,0.299152808,0,0.872213877,0,0.999922331,0,0.934325372
2757,0.752009167,0.298220449,0,0.872216771,0,0.999920746,0,0.934321433
2758,0.75258322,0.298372854,0,0.872208088,0,0.999928672,0,0.934325372
2759,0.752009167,0.299601058,0,0.872219666,0,0.999920746,0,0.934321433
2760,0.75258322,0.298372854,0,0.872208088,0,0.999917576,0,0.934313556
2761,0.752870247,0.301044422,0,0.872216771,0,0.999919161,0,0.934321433
2762,0.753157273,0.297745305,0,0.872199406,0,0.999917576,0,0.934317494
2763,0.7534443,0.299359003,0,0.87222256,0,0.999930257,0,0.934333249
2764,0.75258322,0.301411986,0,0.872216771,0,0.999930257,0,0.934335219
2765,0.75258322,0.299771393,0,0.872228348,0,0.999930257,0,0.934321433
2766,0.752296194,0.298632839,0,0.872228348,0,0.999919161,0,0.934329311
2767,0.752009167,0.300838227,0,0.872216771,0,0.999919161,0,0.934327341
2768,0.754592405,0.305751042,0,0.872216771,0,0.999920746,0,0.934329311
2769,0.754305379,0.301143036,0,0.872231243,0,0.999927086,0,0.934329311
2770,0.753157273,0.303097405,0,0.872228348,0,0.999920746,0,0.934321433
2771,0.754592405,0.3025864,0,0.872208088,0,0.999923916,0,0.934323402
2772,0.755166458,0.301860236,0,0.872216771,0,0.999923916,0,0.934327341
2773,0.755740511,0.3031243,0,0.87222256,0,0.999935012,0,0.934335219
2774,0.755453485,0.301420951,0,0.872219666,0,0.999928672,0,0.934327341
2775,0.754592405,0.301394056,0,0.872225454,0,0.999923916,0,0.934325372
2776,0.754879432,0.299072123,0,0.87222256,0,0.999935012,0,0.934335219
2777,0.753157273,0.296454346,0,0.87222256,0,0.999939767,0,0.934333249
2778,0.754305379,0.301654041,0,0.872237031,0,0.999936597,0,0.934333249
2779,0.754879432,0.298946613,0,0.872219666,0,0.999923916,0,0.934335219
2780,0.754305379,0.298695594,0,0.872216771,0,0.999925501,0,0.93433128
2781,0.754592405,0.300255502,0,0.872216771,0,0.999920746,0,0.934327341
2782,0.755166458,0.299314178,0,0.872219666,0,0.999928672,0,0.934325372
2783,0.755166458,0.298399749,0,0.872213877,0,0.999922331,0,0.934325372
